Purpose,Cameras,pixel,Latitude,Longitude
Child Protection,1,200,37.486626,127.056678
Traffic Control,1,200,37.48297,127.060403
Child Protection,1,200,37.489151,127.066937
Child Protection,1,200,37.48945,127.068974
Child Protection,1,200,37.475226,127.051062
Traffic Control,1,400,37.478673,127.047318
Traffic Control,1,200,37.512848,127.031119
Traffic Control,1,41,37.513595,127.029904
Traffic Control,1,41,37.51933,127.027977
Traffic Control,1,41,37.510486,127.0247
Traffic Control,1,41,37.51696,127.022038
Child Protection,1,41,37.50744,127.026999
Traffic Control,1,41,37.505632,127.02786
Life Security,1,200,37.502364,127.06373
Life Security,1,200,37.500427,127.063193
Life Security,1,200,37.501417,127.060425
Life Security,4,200,37.505447,127.06358
Life Security,4,200,37.504604,127.061032
Life Security,3,200,37.493822,127.071347
Life Security,5,200,37.506288,127.060176
Life Security,1,200,37.505583,127.044954
Life Security,1,200,37.50474,127.046789
Life Security,1,200,37.501681,127.026753
Life Security,1,200,37.504477,127.034263
Life Security,1,200,37.504766,127.031001
Life Security,1,200,37.503987,127.033464
Life Security,1,200,37.505779,127.036414
Life Security,1,200,37.503698,127.038839
Life Security,1,200,37.504732,127.038748
Life Security,1,200,37.505434,127.042996
Life Security,1,200,37.506898,127.046381
Life Security,1,200,37.506579,127.044997
Life Security,1,200,37.49456,127.037584
Life Security,1,200,37.50219,127.027079
Life Security,1,200,37.501687,127.028793
Life Security,4,200,37.508525,127.041066
Life Security,1,200,37.504257,127.026852
Life Security,1,200,37.505597,127.035605
Life Security,4,200,37.494488,127.038874
Life Security,1,200,37.496115,127.035315
Life Security,5,200,37.505733,127.044268
Child Protection,5,200,37.503854,127.037076
Life Security,5,200,37.515985,127.061863
Life Security,4,200,37.515534,127.063268
Life Security,3,200,37.518361,127.060677
Life Security,4,200,37.518478,127.064341
Life Security,4,200,37.495718,127.059431
Life Security,3,200,37.496006,127.061608
Life Security,4,200,37.521223,127.024469
Life Security,4,200,37.52661,127.021053
Life Security,5,200,37.518331,127.023372
Life Security,5,200,37.521491,127.023594
Child Protection,3,200,37.506606,127.024701
Life Security,4,200,37.516179,127.025953
Life Security,3,200,37.515783,127.029401
Life Security,4,200,37.512304,127.030636
Life Security,4,200,37.511475,127.033771
Life Security,4,200,37.512195,127.037282
Life Security,5,200,37.518873,127.038987
Life Security,5,200,37.520199,127.039275
Life Security,5,200,37.524496,127.029894
Life Security,5,200,37.526479,127.030737
Life Security,4,200,37.524201,127.035929
Disaster Detection,1,200,37.472383,127.118023
Disaster Detection,1,200,37.47217,127.117982
Disaster Detection,1,200,37.47234,127.117907
Disaster Detection,1,200,37.47182,127.119645
Disaster Detection,1,200,37.484573,127.109037
Disaster Detection,1,200,37.484859,127.108871
Disaster Detection,1,200,37.484944,127.109247
Disaster Detection,1,200,37.478676,127.114274
Disaster Detection,1,41,37.46655,127.122005
Disaster Detection,1,200,37.467214,127.12191
Disaster Detection,1,200,37.461031,127.113245
Disaster Detection,1,200,37.461111,127.113758
Disaster Detection,1,41,37.464238,127.119609
Disaster Detection,1,200,37.464515,127.11999
Disaster Detection,1,41,37.462555,127.106649
Disaster Detection,1,200,37.462284,127.106873
Disaster Detection,1,41,37.462454,127.107117
Disaster Detection,1,200,37.493808,127.061238
Disaster Detection,1,200,37.494949,127.063223
Disaster Detection,1,200,37.462583,127.106704
Disaster Detection,1,200,37.524137,127.0226
Disaster Detection,1,200,37.517403,127.047266
Life Security,3,200,37.470297,127.104633
Life Security,3,200,37.473354,127.108186
Life Security,4,200,37.463456,127.10151
Life Security,5,200,37.4672,127.098456
Life Security,5,200,37.492426,127.099596
Life Security,4,200,37.485771,127.099277
Life Security,1,200,37.484954,127.097877
Life Security,1,41,37.485296,127.09913
Life Security,4,41,37.484858,127.100127
Life Security,1,200,37.487502,127.105407
Child Protection,4,41,37.491644,127.102301
Child Protection,1,200,37.490187,127.10143
Life Security,1,41,37.490728,127.103928
Child Protection,1,41,37.486474,127.104503
Life Security,1,41,37.490713,127.097526
Life Security,1,41,37.488093,127.098781
Child Protection,1,41,37.487563,127.097526
Life Security,1,200,37.489497,127.099682
Life Security,1,200,37.486412,127.099513
Life Security,1,200,37.48634,127.106877
Life Security,3,200,37.486336,127.107662
Life Security,3,200,37.501131,127.062011
Child Protection,3,200,37.493615,127.063864
Life Security,3,200,37.504357,127.058972
Life Security,4,200,37.500983,127.061809
Life Security,4,200,37.502476,127.060899
Life Security,5,200,37.493981,127.071082
Life Security,4,200,37.50109,127.063305
Life Security,5,200,37.501331,127.062332
Life Security,4,200,37.499895,127.06233
Life Security,4,200,37.505413,127.067925
Life Security,5,200,37.506923,127.062083
Life Security,3,200,37.507243,127.064917
Life Security,3,200,37.496043,127.067807
Life Security,5,200,37.505869,127.058885
Child Protection,4,200,37.500038,127.066729
Child Protection,5,200,37.500182,127.062239
Child Protection,4,200,37.504208,127.064269
Life Security,5,200,37.495718,127.069698
Life Security,4,200,37.499408,127.064811
Life Security,4,400,37.504983,127.066957
Life Security,4,400,37.503236,127.060084
Life Security,4,200,37.505299,127.045662
Child Protection,1,41,37.519744,127.056857
Traffic Control,1,41,37.518604,127.050139
Traffic Control,1,41,37.517425,127.050801
Traffic Control,1,41,37.51659,127.051228
Traffic Control,1,200,37.51094,127.045616
Traffic Control,1,41,37.511988,127.049183
Traffic Control,1,200,37.512351,127.050433
Traffic Control,1,41,37.505229,127.050547
Traffic Control,1,41,37.505872,127.052707
Traffic Control,1,200,37.50654,127.054826
Child Protection,1,200,37.517961,127.046362
Traffic Control,1,200,37.517255,127.042332
Traffic Control,1,200,37.505189,127.048836
Traffic Control,1,200,37.512475,127.05091
Traffic Control,1,41,37.470911,127.118645
Traffic Control,1,41,37.469725,127.118181
Traffic Control,1,41,37.469271,127.120836
Traffic Control,1,41,37.468745,127.119876
Traffic Control,1,41,37.469865,127.11918
Traffic Control,1,41,37.467736,127.12008
Life Security,5,200,37.526161,127.051502
Child Protection,4,200,37.519261,127.059
Life Security,4,200,37.517718,127.06439
Life Security,4,200,37.515218,127.061537
Life Security,3,200,37.515372,127.058468
Life Security,4,200,37.514014,127.049012
Life Security,4,200,37.514995,127.050224
Life Security,4,200,37.514335,127.045281
Life Security,3,200,37.509763,127.052059
Life Security,4,200,37.494597,127.063017
Child Protection,5,200,37.491195,127.055469
Life Security,3,200,37.493789,127.061262
Child Protection,5,200,37.494346,127.063572
Child Protection,3,200,37.499167,127.053625
Life Security,3,200,37.499505,127.059286
Life Security,3,200,37.500672,127.058672
Life Security,3,200,37.503613,127.053549
Life Security,5,200,37.498933,127.060666
Life Security,4,200,37.49922,127.02781
Life Security,4,200,37.50757,127.045324
Life Security,4,200,37.505275,127.043761
Disaster Detection,1,200,37.50764,127.052048
Disaster Detection,1,200,37.507577,127.052112
Disaster Detection,1,200,37.52821,127.018791
Disaster Detection,1,200,37.527301,127.0199
Disaster Detection,1,200,37.527258,127.020048
Life Security,1,200,37.516002,127.025011
Life Security,1,200,37.511271,127.025625
Life Security,1,200,37.508461,127.032224
Life Security,1,200,37.506859,127.029569
Life Security,1,200,37.517486,127.025883
Life Security,1,200,37.515471,127.022394
Life Security,1,200,37.515485,127.0236
Life Security,5,200,37.514478,127.024207
Life Security,4,200,37.511972,127.028579
Life Security,1,200,37.509857,127.024708
Life Security,1,200,37.511329,127.029465
Life Security,1,200,37.511532,127.030086
Life Security,1,200,37.510489,127.031495
Life Security,1,200,37.510006,127.030004
Life Security,1,200,37.509856,127.028011
Life Security,1,200,37.50844,127.025344
Life Security,3,200,37.484584,127.097322
Life Security,4,200,37.487476,127.106409
Child Protection,3,200,37.486103,127.098927
Child Protection,4,200,37.491198,127.100978
Life Security,3,200,37.49063,127.098952
Life Security,4,200,37.48662,127.102225
Life Security,3,200,37.488121,127.100758
Life Security,4,200,37.488112,127.105802
Life Security,3,200,37.486672,127.099992
Child Protection,3,200,37.486752,127.097223
Life Security,3,200,37.522132,127.044978
Life Security,5,200,37.522247,127.04456
Life Security,1,41,37.521776,127.042062
Life Security,3,200,37.521754,127.040511
Child Protection,5,400,37.520342,127.044709
Child Protection,4,400,37.519506,127.044544
Life Security,1,41,37.519169,127.043323
Life Security,1,41,37.520381,127.048216
Life Security,1,200,37.519928,127.049557
Life Security,1,41,37.519879,127.048026
Child Protection,5,200,37.519697,127.046764
Life Security,4,200,37.501961,127.060969
Life Security,3,200,37.504385,127.054508
Life Security,3,200,37.527989,127.039799
Life Security,5,200,37.527534,127.038093
Life Security,1,41,37.525871,127.039075
Life Security,1,41,37.524799,127.038721
Life Security,1,41,37.531614,127.025149
Life Security,1,41,37.532201,127.027128
Child Protection,3,200,37.532737,127.029414
Life Security,4,200,37.530121,127.027745
Child Protection,4,400,37.528075,127.030116
Life Security,4,200,37.531814,127.036409
Life Security,5,200,37.528738,127.036983
Life Security,3,200,37.530904,127.040153
Life Security,3,200,37.530338,127.041698
Life Security,1,200,37.521212,127.030073
Child Protection,1,200,37.531676,127.033131
Child Protection,4,200,37.525388,127.036511
Life Security,3,200,37.529763,127.043962
Life Security,4,200,37.526998,127.030767
Life Security,1,200,37.520633,127.028199
Traffic Control,1,200,37.475053,127.104316
Traffic Control,1,200,37.465426,127.101752
Child Protection,1,400,37.469215,127.091651
Child Protection,1,200,37.472972,127.100182
Traffic Control,1,200,37.470397,127.089897
Child Protection,1,400,37.487372,127.102546
Child Protection,1,400,37.488439,127.102252
Traffic Control,1,200,37.488556,127.100529
Traffic Control,1,200,37.48651,127.104495
Traffic Control,1,200,37.485229,127.103925
Life Security,4,200,37.485422,127.056138
Child Protection,3,200,37.482268,127.059292
Life Security,4,200,37.477762,127.057822
Life Security,1,200,37.480603,127.060967
Life Security,1,200,37.482156,127.055454
Life Security,4,200,37.476652,127.058355
Life Security,4,200,37.483436,127.05718
Life Security,4,200,37.482184,127.060876
Life Security,3,200,37.481305,127.053921
Life Security,4,200,37.480328,127.063091
Life Security,3,200,37.496385,127.046844
Life Security,5,200,37.503788,127.03261
Life Security,4,200,37.50539,127.037096
Life Security,4,200,37.499869,127.042979
Life Security,5,200,37.500484,127.040338
Life Security,4,200,37.487796,127.044641
Life Security,5,200,37.493127,127.045308
Life Security,5,200,37.485209,127.04755
Life Security,3,200,37.489066,127.053498
Life Security,3,200,37.48404,127.051442
Life Security,4,200,37.488425,127.058673
Child Protection,5,200,37.486205,127.05911
Life Security,3,200,37.477121,127.046443
Life Security,4,200,37.479381,127.047066
Life Security,3,200,37.483649,127.050867
Life Security,3,200,37.481325,127.046439
Life Security,3,200,37.480269,127.091628
Life Security,4,200,37.480917,127.088315
Life Security,3,200,37.493736,127.08013
Life Security,3,200,37.487587,127.101853
